"cne","filiere","niveau","noteS1","noteS2","noteS3","noteS4","noteS5","noteS6"
"7841","Indus","2","11","17","13","15","18","16"
"7842","Civil","1","13","9","9","20","18","11"
"7843","Indus","3","10","16","10","16","12","18"
"7844","Electrique","3","16","10","15","17","14","13"
"7845","Info","1","13","19","9","12","9","15"
"7846","Electrique","3","19","18","11","15","11","9"
"7847","Electrique","2","13","12","9","10","14","10"
"7848","Finance","3","20","11","12","16","14","19"
"7849","Indus","3","18","10","16","16","9","11"
"7850","Electrique","2","16","20","9","18","17","10"
"7851","Info","3","17","13","14","20","16","18"
"7852","Civil","2","9","14","10","14","12","9"
"7853","Indus","3","15","12","12","18","12","14"
"7854","Finance","2","17","13","19","10","10","17"
"7855","Info","1","18","11","13","15","17","18"
"7856","Info","2","12","17","12","14","12","17"
"7857","Indus","1","13","18","18","10","9","19"
"7858","Civil","3","17","16","18","13","14","15"
"7859","Indus","2","9","20","20","13","10","14"
"7860","Info","2","18","17","11","9","9","14"
"7861","Civil","1","16","17","18","9","13","18"
"7862","Indus","3","18","14","20","15","11","17"
"7863","Info","3","12","11","10","14","12","17"
"7864","Info","1","18","18","20","18","12","18"
"7865","Civil","3","15","10","15","9","13","16"
"7866","Civil","2","11","17","9","13","10","13"
"7867","Civil","3","18","11","13","9","12","15"
"7868","Indus","3","14","20","19","15","17","9"
"7869","Info","2","14","12","12","20","12","10"
"7870","Electrique","1","13","9","17","13","20","10"
"7871","Electrique","1","12","11","17","17","10","11"
"7872","Indus","2","15","16","20","15","15","20"
"7873","Finance","2","19","10","11","13","17","13"
"7874","Finance","2","18","17","15","19","17","10"
"7875","Electrique","1","20","14","18","9","16","20"
"7876","Finance","3","19","13","18","20","11","20"
"7877","Electrique","1","12","18","13","14","17","11"
"7878","Info","2","15","14","11","18","20","10"
"7879","Indus","1","18","15","10","12","16","12"
"7880","Indus","1","15","10","14","9","18","13"
"7881","Civil","3","15","11","20","16","18","17"
"7882","Electrique","3","14","14","17","16","18","20"
"7883","Civil","2","15","12","12","20","9","19"
"7884","Civil","2","14","15","11","10","16","12"
"7885","Finance","1","12","16","12","18","20","13"
"7886","Indus","2","17","13","10","9","19","9"
"7887","Info","3","12","11","18","18","9","10"
"7888","Civil","1","11","13","19","9","19","11"
"7889","Finance","2","16","10","10","11","12","15"
"7890","Electrique","1","20","13","20","19","18","10"
"7891","Electrique","2","15","13","19","11","18","19"
"7892","Finance","1","13","20","16","14","12","19"
"7893","Indus","2","9","10","20","13","18","14"
"7894","Finance","3","9","12","12","10","9","9"
"7895","Electrique","3","14","20","9","11","13","15"
"7896","Finance","1","20","13","14","20","16","12"
"7897","Indus","2","17","17","19","13","14","11"
"7898","Civil","3","20","17","16","14","20","11"
"7899","Info","1","12","15","19","11","16","18"
"7900","Civil","1","15","18","20","13","11","16"
"7901","Finance","1","12","10","18","15","10","12"
"7902","Finance","1","9","11","12","11","12","16"
"7903","Finance","2","20","14","16","20","13","11"
"7904","Finance","2","9","14","19","14","9","11"
"7905","Finance","3","18","16","16","18","9","12"
"7906","Finance","3","9","16","14","16","13","19"
"7907","Finance","3","18","9","9","14","19","9"
"7908","Indus","2","13","19","12","14","13","15"
"7909","Electrique","1","17","12","10","20","15","18"
"7910","Civil","3","16","20","12","20","11","18"
"7911","Indus","1","12","12","13","12","11","17"
"7912","Finance","1","17","15","11","12","17","9"
"7913","Civil","3","12","11","12","14","17","17"
"7914","Info","1","16","12","20","15","15","15"
"7915","Info","1","20","15","12","9","14","10"
"7916","Info","3","11","16","9","15","13","14"
"7917","Electrique","2","20","10","16","19","12","17"
"7918","Info","1","10","13","16","11","15","13"
"7919","Finance","3","17","14","12","12","20","9"
"7920","Electrique","3","15","12","17","16","10","17"
"7921","Electrique","1","17","15","10","15","14","12"
"7922","Info","3","13","18","19","15","14","15"
"7923","Info","3","11","10","15","16","18","11"
"7924","Civil","3","14","16","19","17","12","17"
"7925","Finance","1","19","19","13","9","11","17"
"7926","Indus","1","19","12","11","10","17","17"
"7927","Civil","3","15","14","17","13","14","15"
"7928","Civil","3","19","10","16","9","17","20"
"7929","Info","3","14","18","16","12","18","10"
"7930","Electrique","3","17","20","11","20","10","13"
"7931","Info","1","19","15","10","10","10","15"
"7932","Civil","1","18","14","11","11","11","11"
"7933","Info","1","15","13","17","9","16","19"
"7934","Electrique","2","15","13","9","18","20","16"
"7935","Civil","1","9","17","12","19","16","9"
"7936","Info","2","20","16","14","15","9","10"
"7937","Info","2","13","13","11","11","20","16"
"7938","Civil","2","19","19","16","10","14","17"
"7939","Info","1","19","19","19","18","15","14"
"7940","Indus","2","14","9","18","15","16","13"
"7941","Electrique","1","13","18","12","20","17","10"
"7942","Info","2","14","12","14","18","10","14"
"7943","Info","2","14","19","12","11","17","12"
"7944","Electrique","2","18","20","17","17","13","17"
"7945","Finance","2","10","12","18","12","15","9"
"7946","Civil","1","14","15","13","9","12","9"
"7947","Indus","2","11","19","11","9","13","18"
"7948","Finance","1","9","17","13","14","12","11"
"7949","Indus","1","9","20","11","9","15","11"
"7950","Info","2","13","12","17","17","10","18"
"7951","Finance","2","19","13","15","13","14","20"
"7952","Indus","3","11","15","14","17","11","10"
"7953","Civil","1","10","11","16","16","12","14"
"7954","Indus","1","18","14","9","14","17","15"
"7955","Civil","1","18","9","11","17","10","20"
"7956","Electrique","3","14","16","16","14","12","17"
"7957","Finance","3","10","19","17","13","16","20"
"7958","Electrique","3","15","18","11","10","9","11"
"7959","Finance","3","18","13","17","14","9","9"
"7960","Electrique","2","9","16","18","13","17","18"
"7961","Indus","3","16","20","9","16","11","13"
"7962","Finance","3","10","16","15","15","15","10"
"7963","Info","2","17","9","9","17","14","20"
"7964","Indus","3","13","16","10","10","11","15"
"7965","Electrique","3","15","13","17","13","11","11"
"7966","Indus","1","16","10","10","16","9","19"
"7967","Finance","1","15","16","9","19","18","16"
"7968","Electrique","3","13","16","15","14","20","17"
"7969","Finance","3","18","19","18","13","12","13"
"7970","Info","1","13","10","17","20","17","10"
"7971","Info","2","15","12","18","17","18","19"
"7972","Civil","3","20","14","16","15","16","15"
"7973","Indus","3","9","9","15","13","9","16"
"7974","Finance","1","17","17","11","20","9","15"
"7975","Electrique","1","11","20","14","20","19","9"
"7976","Finance","3","9","14","12","16","14","9"
"7977","Indus","1","11","12","17","15","18","13"
"7978","Electrique","2","14","10","9","15","16","18"
"7979","Electrique","3","18","12","18","9","9","18"
"7980","Info","2","20","18","12","12","16","17"
"7981","Finance","3","14","9","18","19","17","11"
"7982","Civil","2","16","11","9","14","14","9"
"7983","Finance","3","17","20","14","19","17","20"
"7984","Finance","2","13","13","17","12","11","11"
"7985","Info","3","19","13","15","14","16","10"
"7986","Finance","3","20","15","9","15","16","18"
"7987","Electrique","2","17","18","17","9","17","18"
"7988","Indus","3","19","20","10","17","20","17"
"7989","Indus","3","20","20","12","18","14","10"
"7990","Finance","2","15","12","18","10","15","15"
"7991","Civil","2","20","10","10","17","17","13"
"7992","Finance","3","15","18","17","20","15","12"
"7993","Electrique","3","19","16","19","17","15","17"
"7994","Indus","2","9","9","14","9","16","13"
"7995","Civil","1","12","11","20","14","10","10"
"7996","Electrique","3","15","13","19","13","11","14"
"7997","Civil","1","13","12","13","19","20","11"
"7998","Finance","1","10","18","17","19","14","19"
"7999","Indus","1","11","10","11","18","17","10"
"8000","Indus","2","12","20","16","17","16","11"
"8001","Indus","3","18","20","11","15","19","15"
"8002","Finance","1","15","18","20","19","11","15"
"8003","Civil","1","20","12","11","14","12","15"
"8004","Civil","1","19","12","14","16","14","16"
"8005","Electrique","3","11","17","12","9","14","16"
"8006","Civil","2","10","12","13","20","9","19"
"8007","Finance","2","19","9","14","20","14","18"
"8008","Civil","2","10","18","13","15","15","15"
"8009","Finance","3","18","10","10","17","16","13"
"8010","Civil","3","15","19","17","18","16","12"
"8011","Indus","3","20","12","12","20","15","16"
"8012","Finance","1","18","14","15","9","14","13"
"8013","Info","1","12","13","14","9","9","12"
"8014","Electrique","3","11","9","15","20","14","11"
"8015","Electrique","2","11","12","15","20","18","10"
"8016","Civil","3","20","17","12","20","20","18"
"8017","Info","3","12","19","19","20","12","14"
"8018","Indus","3","20","15","17","18","19","10"
"8019","Electrique","2","14","18","19","20","15","17"
"8020","Finance","1","17","15","16","13","18","12"
"8021","Info","1","18","9","12","20","12","20"
"8022","Civil","2","17","20","11","14","10","12"
"8023","Info","2","13","16","20","12","15","15"
"8024","Indus","3","20","10","17","13","13","16"
"8025","Finance","1","12","16","20","18","14","9"
"8026","Electrique","3","16","18","20","20","12","13"
"8027","Civil","3","17","12","14","11","18","15"
"8028","Electrique","1","11","19","14","12","20","16"
"8029","Finance","1","20","13","14","15","11","9"
"8030","Info","3","15","9","20","15","10","15"
"8031","Electrique","1","12","10","15","14","13","19"
"8032","Finance","1","16","12","19","14","14","10"
"8033","Civil","3","14","16","19","12","9","16"
"8034","Civil","1","19","9","9","12","12","20"
"8035","Indus","2","13","15","17","14","16","20"
"8036","Indus","2","13","9","19","9","11","13"
"8037","Info","1","16","14","18","13","9","9"
"8038","Info","2","10","17","18","16","9","15"
"8039","Indus","1","18","15","14","14","18","13"
"8040","Civil","2","12","14","18","13","10","9"
"8041","Civil","2","13","20","17","19","13","18"
"8042","Civil","2","18","19","14","14","18","20"
"8043","Finance","2","15","13","19","10","19","17"
"8044","Electrique","3","18","12","11","17","18","16"
"8045","Civil","1","9","20","19","19","9","18"
"8046","Info","1","20","11","18","10","15","14"
"8047","Indus","1","19","17","15","9","18","10"
"8048","Indus","1","11","15","13","17","19","20"
"8049","Finance","3","19","13","18","9","17","17"
"8050","Info","3","15","12","11","9","12","13"
"8051","Electrique","3","9","17","11","20","19","10"
"8052","Indus","1","15","16","14","9","16","12"
"8053","Civil","1","18","16","9","11","17","18"
"8054","Indus","3","18","12","14","14","12","15"
"8055","Info","3","17","9","9","12","14","14"
"8056","Info","2","14","12","10","19","13","18"
"8057","Info","3","12","15","9","19","9","18"
"8058","Finance","1","19","12","15","15","19","10"
"8059","Indus","1","13","14","11","17","16","10"
"8060","Indus","2","17","12","15","10","9","11"
"8061","Finance","2","14","18","9","18","18","17"
"8062","Electrique","3","16","11","19","19","19","16"
"8063","Indus","3","10","10","16","19","10","10"
"8064","Finance","1","12","12","19","15","14","14"
"8065","Electrique","3","14","20","10","13","17","11"
"8066","Civil","1","9","19","15","11","11","17"
"8067","Indus","2","18","12","12","13","11","19"
"8068","Electrique","2","9","11","14","20","13","16"
"8069","Info","3","16","14","19","15","11","13"
"8070","Electrique","2","16","12","13","10","10","18"
"8071","Electrique","3","20","14","18","15","19","10"
"8072","Civil","1","14","12","16","14","11","14"
"8073","Finance","2","20","17","20","9","11","15"
"8074","Civil","2","17","17","9","14","14","13"
"8075","Info","2","13","12","20","14","20","15"
"8076","Indus","3","9","11","15","15","13","16"
"8077","Info","2","16","17","20","12","10","9"
"8078","Finance","1","11","9","10","16","10","15"
"8079","Indus","2","16","18","9","17","18","11"
"8080","Info","3","9","16","11","10","20","16"
"8081","Finance","3","16","15","19","18","20","11"
"8082","Civil","2","10","12","12","20","18","19"
"8083","Civil","2","10","9","17","18","10","12"
"8084","Finance","3","12","19","18","10","12","13"
"8085","Finance","2","11","17","16","11","10","18"
"8086","Civil","1","16","13","17","14","18","10"
"8087","Info","1","17","16","20","12","18","11"
"8088","Finance","3","11","17","15","18","9","14"
"8089","Info","3","13","14","10","12","19","9"
"8090","Info","3","17","12","14","18","18","11"
"8091","Info","1","9","10","14","18","12","17"
"8092","Civil","1","10","12","13","10","18","10"
"8093","Info","2","15","17","11","16","19","16"
"8094","Info","3","19","9","12","11","11","12"
"8095","Finance","3","10","10","19","12","13","17"
"8096","Indus","1","10","18","13","13","20","10"
"8097","Civil","1","9","9","14","14","13","16"
"8098","Electrique","1","12","11","12","15","17","19"
"8099","Finance","2","11","11","13","20","14","11"
"8100","Finance","3","9","19","16","18","19","14"
"8101","Civil","3","17","14","15","12","17","18"
"8102","Info","3","16","15","12","12","15","18"
"8103","Indus","1","12","13","10","20","12","16"
"8104","Info","3","14","13","19","10","15","9"
"8105","Indus","3","18","9","20","12","19","15"
"8106","Electrique","2","18","14","18","16","19","10"
"8107","Finance","2","11","10","19","12","16","16"
"8108","Indus","2","15","14","12","20","14","13"
"8109","Info","2","13","9","9","11","16","12"
"8110","Electrique","1","11","17","20","9","19","9"
"8111","Civil","1","9","9","17","18","17","15"
"8112","Civil","2","15","19","17","14","13","16"
"8113","Info","1","16","14","11","20","10","15"
"8114","Civil","1","11","17","12","18","12","19"
"8115","Indus","1","10","19","18","14","10","11"
"8116","Finance","2","14","12","14","14","12","16"
"8117","Info","1","16","18","9","19","12","17"
"8118","Finance","1","11","15","19","15","20","16"
"8119","Finance","1","14","14","19","19","19","13"
"8120","Info","2","10","12","20","10","20","17"
"8121","Info","1","12","9","10","12","15","12"
"8122","Info","3","12","12","11","14","20","9"
"8123","Indus","2","18","17","18","12","20","11"
"8124","Finance","3","14","14","10","16","17","20"
"8125","Finance","2","17","9","15","15","13","17"
"8126","Electrique","3","13","15","20","15","14","17"
"8127","Civil","2","9","14","12","14","19","13"
"8128","Info","2","19","17","12","15","11","11"
"8129","Finance","2","17","9","9","14","19","9"
"8130","Finance","1","20","9","18","10","18","20"
"8131","Finance","1","14","18","15","19","20","11"
"8132","Info","2","18","14","9","14","18","14"
"8133","Info","2","11","16","10","17","15","9"
"8134","Info","1","12","16","9","17","12","19"
"8135","Civil","2","18","16","12","19","17","9"
"8136","Finance","3","19","14","16","11","14","13"
"8137","Indus","1","11","15","10","15","19","9"
"8138","Electrique","3","9","14","18","15","18","18"
"8139","Indus","1","16","16","20","9","18","20"
"8140","Civil","3","13","19","16","19","19","10"
"8141","Civil","1","17","15","12","11","13","9"
