"cne","filiere","niveau","nbrAbsences","nbrRapportsMauvaiseConduite","nbrRapportsTriche"
"9210","Electrique","1","1","1","0"
"9211","Info","1","0","0","1"
"9212","Info","1","1","0","0"
"9213","Electrique","2","5","3","0"
"9214","Civil","2","2","2","2"
"9215","Indus","1","1","3","0"
"9216","Indus","3","4","3","1"
"9217","Indus","2","5","3","0"
"9218","Indus","1","2","1","1"
"9219","Finance","2","0","2","1"
"9220","Indus","2","4","3","0"
"9221","Civil","1","3","1","0"
"9222","Finance","2","1","3","1"
"9223","Indus","1","2","2","2"
"9224","Indus","2","3","1","0"
"9225","Electrique","2","3","0","0"
"9226","Finance","3","3","1","0"
"9227","Info","2","3","1","2"
"9228","Info","2","1","0","1"
"9229","Indus","2","5","3","1"
"9230","Finance","3","3","3","1"
"9231","Indus","3","0","0","0"
"9232","Info","1","4","0","1"
"9233","Finance","3","4","1","0"
"9234","Indus","1","2","0","0"
"9235","Finance","1","0","2","1"
"9236","Civil","3","4","1","2"
"9237","Finance","2","4","2","0"
"9238","Info","1","4","0","1"
"9239","Electrique","2","0","0","2"
"9240","Info","2","0","2","2"
"9241","Indus","2","5","2","1"
"9242","Electrique","3","5","3","0"
"9243","Indus","3","4","3","1"
"9244","Indus","1","5","2","2"
"9245","Civil","3","5","1","0"
"9246","Civil","1","0","3","0"
"9247","Info","2","5","1","2"
"9248","Civil","2","1","1","2"
"9249","Civil","3","5","2","2"
"9250","Indus","1","1","0","1"
"9251","Electrique","1","5","0","2"
"9252","Civil","1","4","2","0"
"9253","Info","2","3","0","2"
"9254","Civil","3","4","2","2"
"9255","Info","1","4","1","2"
"9256","Electrique","1","0","1","2"
"9257","Indus","3","3","0","2"
"9258","Electrique","3","1","0","2"
"9259","Civil","3","2","3","0"
"9260","Finance","2","4","3","0"
"9261","Info","3","1","3","1"
"9262","Electrique","2","4","2","2"
"9263","Electrique","3","0","2","1"
"9264","Civil","1","3","2","1"
"9265","Electrique","3","2","3","1"
"9266","Info","3","2","2","2"
"9267","Finance","1","3","1","0"
"9268","Finance","2","3","2","0"
"9269","Indus","3","1","3","2"
"9270","Indus","3","5","3","2"
"9271","Finance","3","3","1","1"
"9272","Civil","1","4","2","0"
"9273","Civil","1","3","3","1"
"9274","Info","2","0","0","2"
"9275","Electrique","2","1","1","2"
"9276","Electrique","2","2","1","0"
"9277","Finance","3","3","3","0"
"9278","Electrique","2","1","1","0"
"9279","Civil","1","1","2","0"
"9280","Finance","2","4","2","0"
"9281","Info","1","0","2","2"
"9282","Electrique","3","1","1","2"
"9283","Info","2","5","3","0"
"9284","Electrique","2","2","3","2"
"9285","Electrique","3","0","3","1"
"9286","Electrique","3","4","2","0"
"9287","Electrique","1","3","3","0"
"9288","Electrique","3","2","1","2"
"9289","Civil","3","0","3","0"
"9290","Civil","3","4","3","1"
"9291","Civil","1","0","0","0"
"9292","Finance","3","4","2","2"
"9293","Indus","1","0","1","1"
"9294","Indus","3","0","0","2"
"9295","Electrique","2","0","3","1"
"9296","Finance","3","2","3","1"
"9297","Civil","3","4","0","2"
"9298","Info","2","1","2","1"
"9299","Finance","2","0","0","1"
"9300","Indus","1","2","0","0"
"9301","Indus","3","2","2","0"
"9302","Finance","2","4","1","2"
"9303","Info","1","1","3","0"
"9304","Electrique","2","3","0","1"
"9305","Electrique","2","4","2","0"
"9306","Electrique","3","0","3","1"
"9307","Civil","1","1","0","1"
"9308","Electrique","3","4","2","0"
"9309","Finance","2","4","3","1"
"9310","Electrique","1","5","1","2"
"9311","Civil","2","5","3","2"
"9312","Electrique","2","1","0","1"
"9313","Info","2","5","1","2"
"9314","Info","3","4","3","1"
"9315","Indus","2","2","2","0"
"9316","Electrique","2","1","0","2"
"9317","Indus","2","1","2","0"
"9318","Electrique","2","0","2","1"
"9319","Electrique","3","5","3","2"
"9320","Finance","1","3","2","1"
"9321","Electrique","1","0","0","2"
"9322","Electrique","1","1","2","1"
"9323","Info","1","4","3","1"
"9324","Info","2","0","1","2"
"9325","Info","1","5","2","0"
"9326","Info","2","3","2","0"
"9327","Civil","2","2","3","2"
"9328","Civil","3","2","2","1"
"9329","Electrique","3","3","1","1"
"9330","Electrique","1","0","3","2"
"9331","Indus","3","3","1","1"
"9332","Civil","2","1","0","2"
"9333","Finance","3","3","3","0"
"9334","Electrique","3","0","3","2"
"9335","Civil","3","5","3","2"
"9336","Finance","2","2","0","1"
"9337","Electrique","1","2","3","2"
"9338","Civil","3","4","2","1"
"9339","Indus","3","0","0","0"
"9340","Electrique","2","1","1","1"
"9341","Indus","3","2","1","2"
"9342","Electrique","3","5","2","2"
"9343","Indus","3","1","2","0"
"9344","Info","2","3","2","2"
"9345","Info","2","1","1","2"
"9346","Finance","2","5","0","2"
"9347","Indus","3","3","1","0"
"9348","Civil","1","1","0","1"
"9349","Indus","2","2","3","1"
"9350","Civil","2","5","2","2"
"9351","Info","3","1","3","1"
"9352","Civil","2","2","3","1"
"9353","Info","2","3","0","2"
"9354","Electrique","3","4","1","2"
"9355","Indus","3","3","1","2"
"9356","Civil","1","2","1","2"
"9357","Civil","1","1","0","0"
"9358","Indus","3","4","1","1"
"9359","Indus","3","5","3","0"
"9360","Electrique","1","4","1","1"
"9361","Electrique","3","5","0","2"
"9362","Civil","3","2","1","2"
"9363","Civil","2","4","1","2"
"9364","Indus","1","5","0","1"
"9365","Indus","2","2","1","2"
"9366","Electrique","2","2","3","2"
"9367","Civil","2","3","1","1"
"9368","Finance","3","1","3","0"
"9369","Finance","3","1","3","2"
"9370","Civil","3","4","0","1"
"9371","Electrique","1","0","3","1"
"9372","Indus","3","0","1","2"
"9373","Indus","2","5","1","2"
"9374","Electrique","2","1","3","0"
"9375","Indus","3","3","0","2"
"9376","Electrique","3","5","3","1"
"9377","Indus","2","0","2","2"
"9378","Finance","1","4","2","1"
"9379","Info","3","2","1","1"
"9380","Electrique","2","1","1","2"
"9381","Finance","3","0","2","0"
"9382","Electrique","1","1","2","2"
"9383","Electrique","1","4","1","0"
"9384","Electrique","1","3","2","1"
"9385","Civil","1","0","0","2"
"9386","Civil","3","3","1","1"
"9387","Indus","3","2","0","2"
"9388","Indus","1","3","0","2"
"9389","Finance","3","3","3","0"
"9390","Indus","1","0","2","2"
"9391","Electrique","1","2","1","1"
"9392","Info","2","1","2","0"
"9393","Civil","2","2","2","2"
"9394","Civil","3","5","3","1"
"9395","Indus","1","2","1","0"
"9396","Info","2","4","3","1"
"9397","Info","1","5","1","1"
"9398","Info","3","2","2","2"
"9399","Indus","2","1","3","0"
"9400","Electrique","1","4","0","1"
"9401","Indus","3","0","2","2"
"9402","Civil","1","1","0","1"
"9403","Indus","2","0","0","0"
"9404","Civil","3","1","3","0"
"9405","Electrique","3","1","0","0"
"9406","Info","3","3","1","0"
"9407","Indus","2","5","2","0"
"9408","Indus","1","3","3","2"
"9409","Electrique","3","1","2","1"
"9410","Info","3","0","0","1"
"9411","Civil","1","2","2","1"
"9412","Indus","2","0","0","0"
"9413","Finance","3","3","1","0"
"9414","Electrique","1","3","3","1"
"9415","Indus","1","4","0","2"
"9416","Electrique","3","3","3","2"
"9417","Civil","2","0","0","0"
"9418","Info","1","2","0","1"
"9419","Indus","2","2","0","0"
"9420","Finance","1","2","0","1"
"9421","Finance","2","5","3","1"
"9422","Info","1","2","2","1"
"9423","Info","3","5","1","2"
"9424","Civil","2","5","2","2"
"9425","Info","2","3","3","2"
"9426","Finance","1","4","3","1"
"9427","Electrique","2","4","2","2"
"9428","Electrique","1","2","0","2"
"9429","Finance","1","2","0","2"
"9430","Finance","2","5","0","1"
"9431","Electrique","3","1","2","1"
"9432","Indus","1","2","0","1"
"9433","Electrique","2","1","3","1"
"9434","Finance","3","2","1","0"
"9435","Electrique","1","5","2","2"
"9436","Info","3","2","2","0"
"9437","Info","3","4","2","1"
"9438","Finance","3","4","3","1"
"9439","Info","2","0","2","1"
"9440","Info","2","0","2","1"
"9441","Electrique","2","4","3","0"
"9442","Civil","3","2","2","1"
"9443","Electrique","1","5","3","1"
"9444","Electrique","3","0","0","0"
"9445","Civil","3","2","2","1"
"9446","Indus","2","5","3","2"
"9447","Finance","2","3","1","2"
"9448","Indus","1","0","0","0"
"9449","Info","2","3","1","0"
"9450","Electrique","2","0","0","2"
"9451","Info","1","5","0","1"
"9452","Civil","1","0","2","1"
"9453","Finance","2","0","3","1"
"9454","Civil","1","0","2","2"
"9455","Finance","2","4","0","0"
"9456","Electrique","2","1","1","0"
"9457","Civil","1","2","3","2"
"9458","Electrique","3","4","2","2"
"9459","Electrique","2","4","0","1"
"9460","Civil","2","4","2","2"
"9461","Civil","1","3","2","0"
"9462","Indus","1","2","2","1"
"9463","Indus","1","2","3","0"
"9464","Electrique","1","4","0","0"
"9465","Indus","2","1","2","2"
"9466","Indus","2","0","3","1"
"9467","Finance","2","3","0","2"
"9468","Indus","1","3","1","1"
"9469","Civil","1","4","1","2"
"9470","Electrique","3","3","3","0"
"9471","Indus","3","4","0","1"
"9472","Finance","3","5","3","0"
"9473","Indus","2","1","1","0"
"9474","Indus","2","1","0","1"
"9475","Electrique","3","1","3","1"
"9476","Electrique","3","3","3","2"
"9477","Electrique","3","2","2","1"
"9478","Electrique","1","3","3","2"
"9479","Electrique","2","1","2","2"
"9480","Indus","2","2","1","0"
"9481","Electrique","1","4","2","0"
"9482","Info","2","0","3","0"
"9483","Indus","3","2","3","0"
"9484","Finance","2","4","1","1"
"9485","Electrique","3","3","2","0"
"9486","Civil","1","1","1","0"
"9487","Electrique","3","5","1","1"
"9488","Indus","2","0","3","1"
"9489","Info","3","3","1","0"
"9490","Finance","1","4","1","2"
"9491","Info","1","1","3","1"
"9492","Electrique","2","0","1","2"
"9493","Electrique","2","2","1","0"
"9494","Info","2","1","2","0"
"9495","Info","2","1","1","1"
"9496","Info","2","4","2","2"
"9497","Finance","1","0","0","2"
"9498","Civil","3","5","2","0"
"9499","Civil","2","3","1","0"
"9500","Info","1","5","1","0"
"9501","Info","2","1","0","2"
"9502","Electrique","3","5","3","2"
"9503","Indus","1","0","0","0"
"9504","Info","2","4","1","2"
"9505","Electrique","2","2","2","1"
"9506","Finance","2","3","0","2"
"9507","Civil","2","5","0","1"
"9508","Finance","3","0","1","0"
"9509","Info","1","3","1","1"
"9510","Civil","3","5","3","2"
"9511","Indus","2","0","1","0"
"9512","Indus","3","0","2","1"
"9513","Finance","2","4","2","1"
"9514","Indus","3","2","3","0"
"9515","Finance","2","2","0","2"
"9516","Civil","2","5","0","1"
"9517","Electrique","1","1","2","2"
"9518","Indus","3","0","2","1"
"9519","Civil","1","4","1","1"
"9520","Indus","3","4","2","1"
"9521","Indus","3","0","2","1"
"9522","Indus","1","3","2","0"
"9523","Info","1","5","0","1"
"9524","Indus","1","2","3","0"
"9525","Info","1","3","1","2"
"9526","Finance","2","1","2","2"
"9527","Finance","3","2","3","1"
"9528","Finance","3","4","2","1"
"9529","Electrique","1","3","1","1"
"9530","Civil","2","5","2","0"
"9531","Electrique","1","3","3","0"
"9532","Indus","3","5","1","0"
"9533","Electrique","1","1","2","2"
"9534","Info","3","5","0","1"
"9535","Electrique","3","2","1","2"
"9536","Civil","1","0","3","1"
"9537","Civil","1","3","3","2"
"9538","Info","2","3","0","2"
"9539","Civil","2","0","2","2"
"9540","Finance","1","1","3","2"
"9541","Electrique","1","1","0","1"
"9542","Civil","1","2","3","2"
"9543","Info","3","3","0","0"
"9544","Finance","1","3","2","1"
"9545","Indus","2","5","2","1"
"9546","Info","2","1","3","2"
"9547","Info","3","2","1","2"
"9548","Indus","3","5","2","2"
"9549","Info","2","2","1","2"
"9550","Electrique","2","2","1","0"
"9551","Indus","3","5","2","0"
"9552","Civil","3","4","0","2"
"9553","Indus","3","0","1","1"
"9554","Info","1","1","2","1"
"9555","Finance","2","3","1","1"
"9556","Indus","1","3","0","2"
"9557","Electrique","2","2","3","2"
"9558","Info","3","5","3","0"
"9559","Electrique","3","2","2","1"
"9560","Indus","2","5","1","1"
"9561","Info","2","2","1","0"
"9562","Electrique","3","5","2","1"
"9563","Indus","3","4","2","0"
"9564","Indus","3","1","0","0"
"9565","Electrique","1","2","1","0"
"9566","Electrique","1","0","2","2"
"9567","Civil","3","2","2","2"
"9568","Indus","1","1","2","0"
"9569","Indus","2","0","3","2"
"9570","Finance","1","5","1","1"
"9571","Finance","3","3","0","0"
"9572","Finance","3","5","3","1"
"9573","Indus","1","1","1","0"
"9574","Civil","3","0","0","1"
"9575","Info","1","4","1","0"
"9576","Indus","1","5","1","2"
"9577","Electrique","2","2","0","1"
"9578","Finance","2","3","2","1"
"9579","Indus","2","2","0","0"
"9580","Finance","3","3","0","0"
"9581","Finance","1","0","2","2"
"9582","Indus","1","2","0","0"
"9583","Electrique","2","4","1","0"
"9584","Info","1","1","0","0"
"9585","Indus","3","3","1","2"
"9586","Indus","1","3","3","2"
"9587","Finance","2","1","0","2"
"9588","Electrique","2","3","1","0"
"9589","Info","3","2","0","1"
"9590","Civil","2","0","3","2"
"9591","Info","1","4","0","0"
"9592","Indus","3","3","0","1"
"9593","Electrique","3","3","3","1"
"9594","Finance","2","4","2","1"
"9595","Finance","3","1","2","1"
"9596","Info","3","0","3","1"
"9597","Info","1","0","1","1"
"9598","Info","1","5","2","2"
"9599","Indus","1","4","0","0"
"9600","Civil","2","5","1","2"
"9601","Electrique","1","5","3","2"
"9602","Indus","1","2","2","2"
"9603","Indus","1","3","1","2"
"9604","Electrique","2","1","1","0"
"9605","Finance","2","4","2","2"
"9606","Finance","1","0","1","2"
"9607","Finance","2","2","3","1"
"9608","Civil","1","1","0","1"
"9609","Electrique","3","0","3","1"
"9610","Info","3","4","0","2"
"9611","Civil","2","4","1","1"
"9612","Indus","2","3","3","2"
"9613","Finance","1","5","0","2"
"9614","Indus","2","5","3","0"
"9615","Indus","2","5","0","2"
"9616","Finance","3","1","3","1"
"9617","Electrique","1","4","2","1"
"9618","Finance","2","0","3","2"
"9619","Info","2","0","1","0"
"9620","Indus","1","3","0","1"
"9621","Info","2","2","1","2"
"9622","Indus","3","3","1","0"
"9623","Civil","2","2","1","2"
"9624","Info","3","2","1","1"
"9625","Civil","1","4","2","1"
"9626","Finance","3","2","0","0"
"9627","Indus","3","5","3","0"
"9628","Finance","1","5","1","1"
"9629","Info","1","5","3","2"
"9630","Finance","2","5","3","1"
"9631","Electrique","1","3","3","1"
"9632","Electrique","2","5","2","1"
"9633","Indus","1","5","0","0"
"9634","Info","2","0","1","1"
"9635","Electrique","3","5","3","2"
"9636","Civil","2","4","0","0"
"9637","Info","1","2","1","1"
"9638","Finance","3","5","2","1"
"9639","Finance","3","3","0","1"
"9640","Finance","1","4","1","0"
"9641","Finance","1","1","3","2"
"9642","Indus","3","4","2","0"
"9643","Civil","3","3","1","2"
"9644","Electrique","1","3","1","2"
"9645","Info","2","2","3","1"
"9646","Civil","1","2","1","1"
"9647","Finance","3","3","2","0"
"9648","Electrique","3","2","2","2"
"9649","Finance","3","0","2","0"
"9650","Finance","2","1","3","2"
"9651","Indus","1","0","3","0"
"9652","Indus","1","5","2","2"
"9653","Info","2","1","2","1"
"9654","Civil","2","3","1","2"
"9655","Civil","1","2","2","0"
"9656","Civil","2","5","2","1"
"9657","Finance","2","0","2","2"
"9658","Finance","1","5","2","2"
"9659","Finance","1","3","2","2"
"9660","Info","3","5","2","2"
"9661","Civil","3","2","0","2"
"9662","Info","3","1","0","2"
"9663","Indus","3","0","0","2"
"9664","Finance","2","0","3","0"
"9665","Electrique","2","3","2","2"
"9666","Civil","2","3","0","2"
"9667","Civil","3","1","3","2"
"9668","Electrique","1","0","2","0"
"9669","Indus","2","1","2","2"
"9670","Finance","1","5","2","0"
"9671","Finance","1","4","3","0"
"9672","Indus","3","4","0","0"
"9673","Info","3","2","0","1"
"9674","Electrique","1","2","1","1"
"9675","Indus","3","5","0","1"
"9676","Indus","1","3","1","0"
"9677","Electrique","2","5","1","2"
"9678","Electrique","3","0","0","2"
"9679","Indus","2","2","2","2"
"9680","Indus","3","3","3","0"
"9681","Info","3","2","1","0"
"9682","Civil","1","4","0","0"
"9683","Indus","1","1","1","1"
"9684","Finance","1","5","0","2"
"9685","Electrique","2","0","1","0"
"9686","Civil","3","5","0","1"
"9687","Indus","3","3","3","1"
"9688","Indus","1","4","1","2"
"9689","Electrique","3","2","2","0"
"9690","Civil","2","2","3","0"
"9691","Finance","3","2","2","0"
"9692","Indus","3","3","1","0"
"9693","Electrique","3","5","2","0"
"9694","Indus","1","2","1","1"
"9695","Info","3","2","2","0"
"9696","Civil","3","5","3","2"
"9697","Civil","1","3","1","0"
"9698","Indus","1","4","2","2"
"9699","Indus","1","5","2","0"
"9700","Finance","3","3","1","2"
"9701","Electrique","1","2","2","2"
"9702","Finance","1","3","2","2"
"9703","Civil","2","1","2","1"
"9704","Info","3","0","3","0"
"9705","Civil","3","0","2","1"
"9706","Electrique","1","3","3","1"
"9707","Info","2","4","1","1"
"9708","Indus","3","2","2","2"
"9709","Civil","1","3","2","2"
"9710","Electrique","2","5","1","1"
"9711","Info","1","5","3","1"
"9712","Info","3","5","1","2"
"9713","Finance","3","4","2","0"
"9714","Civil","1","1","3","1"
"9715","Info","3","5","3","0"
"9716","Indus","2","5","2","0"
"9717","Civil","3","2","2","2"
"9718","Info","2","4","2","2"
"9719","Info","1","5","3","0"
"9720","Finance","3","3","3","0"
"9721","Civil","1","4","1","1"
"9722","Civil","2","3","2","2"
"9723","Indus","1","1","1","2"
"9724","Civil","3","0","3","1"
"9725","Civil","1","2","1","2"
"9726","Finance","1","1","0","2"
"9727","Info","3","3","0","0"
"9728","Info","2","1","0","1"
"9729","Civil","1","4","2","0"
"9730","Indus","2","2","3","0"
"9731","Civil","3","0","1","1"
"9732","Info","2","1","3","1"
"9733","Civil","2","5","0","2"
"9734","Electrique","1","0","1","0"
"9735","Electrique","2","0","2","0"
"9736","Electrique","1","2","3","2"
"9737","Finance","3","1","2","0"
"9738","Finance","3","1","0","1"
"9739","Civil","2","3","0","1"
"9740","Finance","2","2","0","1"
"9741","Finance","2","5","1","0"
"9742","Finance","1","1","2","0"
"9743","Electrique","1","4","1","1"
"9744","Indus","1","1","0","1"
"9745","Civil","2","3","1","0"
"9746","Electrique","1","5","1","2"
"9747","Civil","2","4","1","0"
"9748","Electrique","1","5","2","1"
"9749","Electrique","3","5","2","1"
"9750","Civil","3","2","1","0"
"9751","Electrique","2","5","2","0"
"9752","Civil","1","1","0","1"
"9753","Civil","3","4","0","1"
"9754","Info","2","0","1","1"
"9755","Indus","3","2","3","2"
"9756","Indus","2","3","1","0"
"9757","Electrique","1","1","1","1"
"9758","Civil","1","5","1","2"
"9759","Civil","1","0","0","1"
"9760","Info","1","2","2","1"
"9761","Finance","1","4","0","1"
"9762","Finance","2","4","1","1"
"9763","Electrique","2","3","2","1"
"9764","Info","1","3","0","2"
"9765","Electrique","1","2","0","1"
"9766","Electrique","2","1","2","1"
"9767","Indus","3","1","1","1"
"9768","Finance","3","2","2","2"
"9769","Indus","3","1","2","0"
"9770","Finance","2","0","1","1"
"9771","Indus","3","0","2","2"
"9772","Indus","3","5","2","1"
"9773","Electrique","3","2","1","1"
"9774","Info","3","0","2","1"
"9775","Indus","2","5","0","2"
"9776","Finance","3","4","1","2"
"9777","Indus","3","5","2","1"
"9778","Electrique","3","0","0","1"
"9779","Civil","2","2","0","0"
"9780","Indus","1","2","0","2"
"9781","Electrique","3","4","1","0"
"9782","Civil","3","1","0","0"
"9783","Finance","1","4","3","0"
"9784","Indus","3","1","2","1"
"9785","Finance","1","4","2","1"
"9786","Info","2","2","2","1"
