"cne","filiere","niveau","noteStage1","lieuxStage1","noteStage2","lieuxStage2","noteStage3","lieuxStage3"
"7661","Info","2","15","Oujda","19","Tetouan","15","Casablanca"
"7662","Indus","2","14","Marrakech","11","Nador","16","Tanger"
"7663","Civil","3","11","Tanger","18","Tetouan","17","Casablanca"
"7664","Indus","2","11","Agadir","12","Nador","10","Agadir"
"7665","Civil","1","14","Rabat","13","Casablanca","10","Tanger"
"7666","Electrique","3","16","Agadir","11","Tetouan","12","Tetouan"
"7667","Civil","3","11","Marrakech","9","Fes","11","Casablanca"
"7668","Electrique","1","11","Tetouan","20","Agadir","13","Tetouan"
"7669","Info","3","18","Casablanca","16","Casablanca","16","Tanger"
"7670","Civil","3","14","Tanger","17","Fes","19","Tanger"
"7671","Finance","3","15","Marrakech","14","Tanger","11","Oujda"
"7672","Indus","1","12","Oujda","12","Fes","13","Rabat"
"7673","Civil","1","11","Tetouan","15","Casablanca","14","Fes"
"7674","Finance","1","12","Marrakech","14","Casablanca","12","Casablanca"
"7675","Indus","3","19","Oujda","13","Rabat","14","Nador"
"7676","Info","3","9","Casablanca","14","Tanger","16","Marrakech"
"7677","Electrique","1","9","Oujda","16","Tetouan","17","Agadir"
"7678","Electrique","3","19","Tetouan","9","Marrakech","12","Tetouan"
"7679","Civil","2","17","Oujda","15","Agadir","14","Tanger"
"7680","Indus","1","14","Tanger","18","Nador","16","Oujda"
"7681","Indus","2","18","Tanger","18","Oujda","14","Marrakech"
"7682","Finance","1","13","Oujda","13","Fes","20","Agadir"
"7683","Indus","1","12","Nador","13","Nador","19","Fes"
"7684","Indus","3","18","Tetouan","18","Agadir","18","Rabat"
"7685","Civil","1","12","Fes","19","Oujda","16","Oujda"
"7686","Electrique","1","11","Rabat","10","Tetouan","10","Marrakech"
"7687","Civil","1","14","Casablanca","11","Oujda","12","Agadir"
"7688","Indus","2","15","Tetouan","13","Marrakech","15","Rabat"
"7689","Finance","1","9","Tanger","19","Tetouan","10","Marrakech"
"7690","Electrique","1","18","Tanger","14","Fes","14","Casablanca"
"7691","Electrique","2","10","Nador","19","Nador","9","Rabat"
"7692","Info","1","13","Casablanca","17","Casablanca","17","Marrakech"
"7693","Civil","2","17","Tetouan","15","Marrakech","12","Agadir"
"7694","Electrique","2","13","Agadir","19","Casablanca","13","Casablanca"
"7695","Indus","2","10","Marrakech","19","Tetouan","17","Tanger"
"7696","Info","2","19","Rabat","17","Casablanca","10","Tetouan"
"7697","Electrique","2","14","Marrakech","10","Tetouan","17","Nador"
"7698","Info","1","18","Fes","17","Rabat","10","Oujda"
"7699","Finance","2","9","Tetouan","9","Marrakech","13","Marrakech"
"7700","Info","1","12","Casablanca","9","Tanger","10","Tetouan"
"7701","Electrique","3","15","Marrakech","14","Agadir","11","Agadir"
"7702","Electrique","1","14","Agadir","15","Agadir","17","Tetouan"
"7703","Finance","2","13","Nador","16","Marrakech","18","Tanger"
"7704","Indus","2","15","Rabat","19","Tanger","14","Tanger"
"7705","Electrique","3","15","Nador","11","Fes","19","Casablanca"
"7706","Indus","2","13","Fes","15","Rabat","20","Casablanca"
"7707","Electrique","3","17","Marrakech","17","Casablanca","11","Fes"
"7708","Info","3","18","Fes","10","Tanger","14","Tanger"
"7709","Finance","1","19","Fes","12","Marrakech","9","Fes"
"7710","Electrique","2","15","Casablanca","18","Fes","13","Agadir"
"7711","Indus","3","9","Nador","20","Agadir","20","Rabat"
"7712","Electrique","1","9","Tetouan","11","Oujda","15","Nador"
"7713","Electrique","2","16","Marrakech","9","Oujda","16","Rabat"
"7714","Info","3","16","Casablanca","10","Agadir","12","Fes"
"7715","Indus","3","14","Fes","16","Marrakech","17","Fes"
"7716","Info","2","17","Tanger","11","Rabat","17","Agadir"
"7717","Civil","3","13","Tetouan","17","Rabat","19","Fes"
"7718","Indus","2","12","Nador","13","Marrakech","11","Rabat"
"7719","Info","2","10","Fes","15","Tanger","11","Tetouan"
"7720","Civil","3","12","Nador","10","Nador","15","Rabat"
"7721","Civil","2","20","Oujda","20","Fes","16","Fes"
"7722","Indus","1","18","Casablanca","18","Tanger","20","Rabat"
"7723","Finance","3","20","Marrakech","14","Nador","13","Tetouan"
"7724","Info","2","15","Oujda","18","Fes","18","Casablanca"
"7725","Finance","2","13","Fes","11","Casablanca","18","Marrakech"
"7726","Finance","3","16","Casablanca","13","Agadir","10","Oujda"
"7727","Electrique","2","17","Marrakech","10","Casablanca","9","Tetouan"
"7728","Info","2","16","Oujda","19","Tanger","19","Fes"
"7729","Electrique","2","15","Nador","19","Nador","11","Agadir"
"7730","Electrique","3","11","Tetouan","13","Casablanca","20","Tanger"
"7731","Indus","3","13","Nador","15","Oujda","16","Oujda"
"7732","Finance","2","20","Rabat","10","Oujda","13","Agadir"
"7733","Finance","1","14","Oujda","15","Fes","9","Casablanca"
"7734","Finance","2","15","Agadir","16","Nador","17","Fes"
"7735","Info","2","13","Tetouan","17","Nador","17","Agadir"
"7736","Indus","3","13","Tanger","20","Tanger","12","Casablanca"
"7737","Finance","1","15","Agadir","17","Fes","19","Agadir"
"7738","Civil","1","19","Fes","20","Fes","18","Tanger"
"7739","Info","3","20","Oujda","13","Fes","15","Oujda"
"7740","Info","3","10","Agadir","19","Nador","13","Tanger"
"7741","Electrique","1","10","Fes","18","Marrakech","10","Tetouan"
"7742","Info","1","16","Agadir","20","Nador","9","Tetouan"
"7743","Indus","1","16","Oujda","10","Agadir","15","Agadir"
"7744","Finance","1","15","Tanger","13","Nador","16","Fes"
"7745","Indus","1","10","Tanger","9","Marrakech","17","Agadir"
"7746","Electrique","2","13","Rabat","10","Fes","16","Nador"
"7747","Civil","3","9","Fes","11","Tanger","13","Agadir"
"7748","Info","3","17","Rabat","18","Casablanca","17","Tetouan"
"7749","Civil","3","18","Fes","15","Nador","13","Tetouan"
"7750","Electrique","3","9","Tanger","13","Oujda","18","Tetouan"
"7751","Finance","1","19","Nador","11","Tetouan","9","Tanger"
"7752","Electrique","2","17","Oujda","18","Tetouan","11","Nador"
"7753","Info","3","9","Fes","17","Agadir","12","Tetouan"
"7754","Info","2","15","Rabat","10","Oujda","10","Fes"
"7755","Civil","1","17","Agadir","18","Tanger","18","Tanger"
"7756","Indus","2","16","Rabat","11","Rabat","14","Tetouan"
"7757","Info","3","16","Rabat","9","Agadir","20","Oujda"
"7758","Civil","2","11","Tanger","11","Marrakech","9","Oujda"
"7759","Electrique","1","16","Marrakech","17","Oujda","18","Fes"
"7760","Electrique","3","14","Tanger","11","Tetouan","20","Oujda"
"7761","Civil","3","10","Tanger","11","Tetouan","15","Fes"
"7762","Civil","3","14","Marrakech","9","Tanger","19","Tetouan"
"7763","Info","2","17","Tetouan","12","Marrakech","10","Nador"
"7764","Info","2","17","Marrakech","16","Tetouan","19","Marrakech"
"7765","Electrique","2","16","Nador","15","Tanger","12","Nador"
"7766","Indus","3","16","Rabat","10","Tetouan","17","Marrakech"
"7767","Electrique","3","14","Rabat","11","Oujda","12","Fes"
"7768","Indus","2","9","Oujda","20","Casablanca","20","Nador"
"7769","Indus","1","17","Tanger","14","Oujda","10","Tanger"
"7770","Civil","3","9","Nador","17","Nador","10","Tetouan"
"7771","Info","2","11","Fes","20","Agadir","19","Nador"
"7772","Indus","3","15","Agadir","13","Oujda","15","Agadir"
"7773","Civil","2","12","Tetouan","10","Fes","17","Tanger"
"7774","Electrique","1","16","Casablanca","9","Tetouan","15","Agadir"
"7775","Finance","3","10","Tetouan","11","Marrakech","18","Agadir"
"7776","Info","3","10","Tetouan","11","Rabat","18","Tetouan"
"7777","Finance","1","18","Agadir","17","Casablanca","14","Tetouan"
"7778","Electrique","1","13","Fes","11","Nador","16","Tanger"
"7779","Finance","3","17","Nador","17","Fes","10","Rabat"
"7780","Info","2","12","Marrakech","17","Agadir","18","Tetouan"
"7781","Electrique","2","13","Oujda","13","Agadir","9","Casablanca"
"7782","Finance","1","11","Marrakech","15","Tanger","13","Tanger"
"7783","Indus","3","12","Tetouan","9","Tanger","16","Rabat"
"7784","Info","3","9","Tanger","10","Casablanca","12","Oujda"
"7785","Info","3","10","Nador","14","Tanger","20","Rabat"
"7786","Info","1","17","Marrakech","19","Marrakech","14","Marrakech"
"7787","Civil","1","20","Fes","12","Casablanca","9","Rabat"
"7788","Info","3","9","Fes","14","Tanger","19","Fes"
"7789","Indus","2","11","Fes","20","Fes","13","Marrakech"
"7790","Indus","2","16","Rabat","9","Marrakech","13","Oujda"
"7791","Electrique","3","14","Tetouan","20","Tanger","14","Rabat"
"7792","Finance","1","15","Casablanca","12","Nador","17","Nador"
"7793","Civil","3","16","Casablanca","18","Casablanca","20","Nador"
"7794","Electrique","1","18","Agadir","20","Agadir","16","Marrakech"
"7795","Finance","2","10","Fes","18","Agadir","15","Tetouan"
"7796","Indus","1","18","Oujda","9","Tetouan","14","Agadir"
"7797","Electrique","2","15","Tetouan","17","Agadir","12","Fes"
"7798","Indus","2","13","Fes","10","Marrakech","10","Nador"
"7799","Indus","2","18","Oujda","19","Oujda","19","Nador"
"7800","Electrique","3","19","Casablanca","11","Agadir","18","Agadir"
"7801","Electrique","1","13","Fes","14","Fes","12","Marrakech"
"7802","Info","2","12","Rabat","16","Marrakech","15","Tetouan"
"7803","Civil","2","11","Agadir","12","Marrakech","10","Tanger"
"7804","Electrique","3","11","Fes","17","Oujda","16","Fes"
"7805","Finance","1","9","Oujda","17","Tetouan","15","Tetouan"
"7806","Info","3","11","Tanger","9","Nador","18","Nador"
"7807","Info","2","10","Oujda","20","Rabat","17","Tanger"
"7808","Civil","2","15","Rabat","14","Marrakech","9","Tanger"
"7809","Finance","1","18","Casablanca","18","Rabat","10","Agadir"
"7810","Indus","1","20","Agadir","16","Tanger","11","Marrakech"
"7811","Info","1","10","Marrakech","14","Rabat","9","Nador"
"7812","Info","3","13","Oujda","13","Oujda","17","Oujda"
"7813","Finance","1","16","Tanger","11","Casablanca","12","Agadir"
"7814","Finance","1","11","Tetouan","10","Rabat","18","Nador"
"7815","Civil","3","17","Oujda","13","Rabat","14","Agadir"
"7816","Info","1","10","Nador","19","Oujda","14","Agadir"
"7817","Finance","3","13","Fes","9","Marrakech","11","Marrakech"
"7818","Indus","3","17","Casablanca","20","Rabat","9","Rabat"
"7819","Indus","2","9","Fes","10","Marrakech","19","Rabat"
"7820","Electrique","3","13","Tanger","19","Agadir","15","Casablanca"
"7821","Info","2","14","Marrakech","12","Rabat","9","Marrakech"
"7822","Info","3","12","Rabat","17","Marrakech","11","Fes"
"7823","Civil","3","10","Tanger","15","Fes","11","Tetouan"
"7824","Electrique","2","11","Nador","9","Casablanca","9","Rabat"
"7825","Indus","3","10","Rabat","15","Fes","17","Rabat"
"7826","Finance","1","14","Fes","14","Oujda","16","Tetouan"
"7827","Indus","1","19","Nador","12","Rabat","18","Rabat"
"7828","Electrique","2","19","Agadir","16","Marrakech","19","Tetouan"
"7829","Electrique","1","13","Tanger","16","Fes","10","Rabat"
"7830","Info","2","12","Tanger","12","Marrakech","9","Rabat"
"7831","Electrique","1","19","Marrakech","9","Tetouan","16","Tetouan"
"7832","Electrique","3","15","Agadir","20","Rabat","12","Rabat"
"7833","Civil","1","14","Casablanca","19","Oujda","13","Fes"
"7834","Finance","1","11","Casablanca","9","Casablanca","18","Casablanca"
"7835","Indus","1","16","Marrakech","16","Fes","15","Marrakech"
"7836","Indus","1","14","Oujda","15","Rabat","20","Casablanca"
"7837","Info","3","12","Marrakech","14","Casablanca","14","Casablanca"
"7838","Finance","2","11","Marrakech","15","Marrakech","18","Oujda"
"7839","Finance","2","15","Marrakech","13","Rabat","19","Casablanca"
"7840","Info","3","9","Oujda","20","Nador","9","Agadir"
"7841","Indus","2","9","Nador","16","Tanger","15","Nador"
"7842","Civil","1","14","Oujda","11","Tanger","18","Agadir"
"7843","Indus","3","10","Fes","14","Nador","20","Agadir"
"7844","Electrique","3","17","Casablanca","10","Casablanca","18","Tanger"
"7845","Info","1","20","Marrakech","12","Agadir","14","Marrakech"
"7846","Electrique","3","9","Nador","9","Rabat","18","Oujda"
"7847","Electrique","2","13","Marrakech","11","Oujda","15","Agadir"
"7848","Finance","3","9","Fes","20","Oujda","9","Marrakech"
"7849","Indus","3","11","Tanger","17","Oujda","19","Oujda"
"7850","Electrique","2","13","Tanger","16","Fes","15","Fes"
"7851","Info","3","20","Marrakech","16","Casablanca","15","Tanger"
"7852","Civil","2","19","Oujda","20","Agadir","9","Casablanca"
"7853","Indus","3","20","Marrakech","15","Casablanca","15","Tanger"
"7854","Finance","2","12","Marrakech","11","Tanger","19","Casablanca"
"7855","Info","1","19","Nador","10","Agadir","16","Fes"
"7856","Info","2","13","Tetouan","20","Rabat","17","Nador"
"7857","Indus","1","20","Nador","9","Tanger","17","Agadir"
"7858","Civil","3","13","Fes","14","Nador","16","Tanger"
"7859","Indus","2","10","Agadir","9","Rabat","12","Rabat"
"7860","Info","2","16","Fes","15","Tanger","11","Rabat"
"7861","Civil","1","9","Tetouan","16","Tanger","11","Tetouan"
"7862","Indus","3","18","Rabat","15","Marrakech","15","Tetouan"
"7863","Info","3","11","Agadir","20","Agadir","11","Marrakech"
"7864","Info","1","12","Rabat","20","Nador","16","Nador"
"7865","Civil","3","11","Agadir","19","Marrakech","14","Tanger"
"7866","Civil","2","13","Oujda","19","Marrakech","16","Oujda"
"7867","Civil","3","10","Casablanca","13","Oujda","19","Oujda"
"7868","Indus","3","19","Nador","10","Tetouan","11","Oujda"
"7869","Info","2","20","Marrakech","11","Nador","12","Tanger"
"7870","Electrique","1","16","Agadir","19","Agadir","17","Nador"
"7871","Electrique","1","15","Oujda","17","Tanger","13","Marrakech"
"7872","Indus","2","18","Agadir","18","Oujda","11","Fes"
"7873","Finance","2","15","Nador","19","Tetouan","20","Tanger"
"7874","Finance","2","12","Fes","17","Tetouan","20","Tanger"
"7875","Electrique","1","20","Tanger","13","Tanger","16","Agadir"
"7876","Finance","3","13","Tetouan","15","Nador","15","Marrakech"
"7877","Electrique","1","10","Rabat","20","Rabat","10","Fes"
"7878","Info","2","9","Agadir","9","Marrakech","14","Oujda"
"7879","Indus","1","19","Casablanca","19","Casablanca","20","Tanger"
"7880","Indus","1","18","Nador","19","Casablanca","10","Fes"
"7881","Civil","3","19","Tetouan","10","Nador","15","Oujda"
"7882","Electrique","3","13","Tetouan","14","Rabat","19","Marrakech"
"7883","Civil","2","16","Agadir","16","Tanger","12","Casablanca"
"7884","Civil","2","15","Rabat","18","Casablanca","14","Rabat"
"7885","Finance","1","13","Marrakech","11","Marrakech","16","Marrakech"
"7886","Indus","2","13","Agadir","19","Rabat","10","Tanger"
"7887","Info","3","11","Nador","9","Oujda","16","Oujda"
"7888","Civil","1","13","Casablanca","16","Casablanca","17","Tetouan"
"7889","Finance","2","19","Casablanca","11","Agadir","14","Tetouan"
"7890","Electrique","1","11","Nador","20","Tanger","18","Fes"
"7891","Electrique","2","9","Casablanca","17","Rabat","9","Oujda"
"7892","Finance","1","17","Nador","12","Rabat","14","Nador"
"7893","Indus","2","12","Casablanca","14","Casablanca","10","Nador"
"7894","Finance","3","19","Agadir","19","Fes","15","Fes"
"7895","Electrique","3","15","Tetouan","20","Oujda","20","Marrakech"
"7896","Finance","1","16","Tetouan","20","Marrakech","19","Nador"
"7897","Indus","2","18","Fes","17","Oujda","9","Tanger"
"7898","Civil","3","11","Oujda","13","Oujda","19","Fes"
"7899","Info","1","16","Agadir","13","Agadir","20","Casablanca"
"7900","Civil","1","12","Marrakech","14","Tetouan","10","Agadir"
"7901","Finance","1","17","Nador","19","Tetouan","10","Marrakech"
"7902","Finance","1","15","Casablanca","19","Casablanca","20","Tanger"
"7903","Finance","2","14","Oujda","14","Casablanca","20","Fes"
"7904","Finance","2","12","Marrakech","13","Fes","14","Tanger"
"7905","Finance","3","16","Oujda","18","Tanger","13","Agadir"
"7906","Finance","3","16","Tetouan","9","Oujda","9","Oujda"
"7907","Finance","3","17","Agadir","11","Oujda","12","Tanger"
"7908","Indus","2","16","Marrakech","14","Nador","13","Casablanca"
"7909","Electrique","1","13","Oujda","19","Tanger","14","Rabat"
"7910","Civil","3","16","Marrakech","12","Tetouan","13","Agadir"
"7911","Indus","1","9","Agadir","16","Agadir","18","Tetouan"
"7912","Finance","1","20","Tetouan","16","Oujda","15","Oujda"
"7913","Civil","3","15","Tetouan","16","Agadir","15","Tanger"
"7914","Info","1","12","Tetouan","15","Marrakech","17","Fes"
"7915","Info","1","20","Nador","20","Tanger","19","Rabat"
"7916","Info","3","9","Tetouan","9","Casablanca","15","Fes"
"7917","Electrique","2","9","Marrakech","18","Marrakech","13","Nador"
"7918","Info","1","19","Casablanca","17","Marrakech","14","Fes"
"7919","Finance","3","14","Oujda","10","Tetouan","16","Marrakech"
"7920","Electrique","3","19","Rabat","20","Marrakech","11","Casablanca"
"7921","Electrique","1","12","Fes","15","Tanger","14","Marrakech"
"7922","Info","3","15","Agadir","20","Nador","18","Tetouan"
"7923","Info","3","16","Tetouan","19","Tanger","14","Tetouan"
"7924","Civil","3","16","Tetouan","15","Nador","9","Rabat"
"7925","Finance","1","14","Marrakech","19","Rabat","10","Fes"
"7926","Indus","1","12","Tanger","9","Tanger","14","Oujda"
"7927","Civil","3","17","Marrakech","9","Casablanca","11","Fes"
"7928","Civil","3","16","Tetouan","14","Fes","11","Fes"
"7929","Info","3","20","Agadir","13","Tetouan","9","Marrakech"
"7930","Electrique","3","16","Rabat","11","Rabat","17","Rabat"
"7931","Info","1","16","Fes","11","Casablanca","18","Rabat"
"7932","Civil","1","17","Tetouan","12","Tetouan","10","Agadir"
"7933","Info","1","17","Rabat","13","Agadir","14","Tanger"
"7934","Electrique","2","20","Agadir","9","Casablanca","10","Oujda"
"7935","Civil","1","9","Tetouan","20","Casablanca","16","Casablanca"
"7936","Info","2","13","Agadir","15","Tetouan","20","Nador"
"7937","Info","2","10","Rabat","20","Tetouan","18","Oujda"
"7938","Civil","2","19","Fes","17","Fes","12","Nador"
"7939","Info","1","13","Tetouan","18","Oujda","19","Rabat"
"7940","Indus","2","11","Agadir","16","Fes","15","Casablanca"
"7941","Electrique","1","19","Casablanca","20","Marrakech","19","Tanger"
"7942","Info","2","18","Rabat","9","Nador","19","Nador"
"7943","Info","2","12","Oujda","12","Fes","11","Oujda"
"7944","Electrique","2","14","Oujda","15","Fes","9","Agadir"
"7945","Finance","2","10","Tetouan","12","Marrakech","18","Fes"
"7946","Civil","1","19","Tetouan","17","Rabat","18","Marrakech"
"7947","Indus","2","9","Agadir","9","Rabat","11","Fes"
"7948","Finance","1","9","Marrakech","10","Casablanca","16","Marrakech"
